10 13
51 83 23201
51 84 8832
51 85 16973
52 53 6136
52 55 3545
52 56 3603
52 57 29755
52 58 7369
52 59 14660
52 60 13984
52 61 29313
52 62 3306
52 63 19285
52 64 23530
52 65 5999
52 66 11203
52 67 26957
52 68 21834
52 69 18231
52 70 14168
52 71 23284
52 72 12664
52 73 19100
52 74 32358
52 75 17890
52 77 16939
52 78 17110
52 79 13544
52 80 19224
52 81 29326
52 83 11485
52 84 29557
52 85 8616
53 54 18505
53 55 17578
53 56 9710
53 57 20017
53 58 4223
53 61 7867
53 62 27260
53 63 13170
53 64 23174
53 65 19206
53 66 4428
53 67 14646
53 68 2669
53 69 3616
53 70 828
53 72 1704
53 73 18991
53 74 14616
53 75 19869
53 76 27616
53 77 31219
53 78 2791
53 79 29114
53 80 19260
53 81 15169
53 82 17630
53 85 6170
54 55 8588
54 58 12783
54 60 25308
54 62 3849
54 64 15302
54 65 11627
54 66 7708
54 67 17736
54 68 8124
54 69 26779
54 70 26226
54 71 19594
54 72 11623
54 75 20563
54 77 26024
54 78 5537
54 79 31079
54 80 24756
54 82 24630
54 83 102
54 84 24527
54 85 19694
55 56 555
55 57 24361
55 58 22700
55 59 13513
55 60 16543
55 61 3451
55 62 13840
55 63 4813
55 64 24737
55 65 13866
55 66 2657
55 67 8477
55 68 24271
55 69 1278
55 70 21410
55 71 13550
55 72 22070
55 73 16807
55 75 4935
55 76 20488
55 77 17368
55 78 23653
55 79 24017
55 80 23598
55 81 25894
55 82 31216
55 83 23695
55 84 28511
55 85 4426
56 57 8861
56 59 25578
56 60 25817
56 61 17475
56 62 16964
56 63 621
56 64 30963
56 66 31177
56 67 12394
56 68 8805
56 70 17569
56 72 14154
56 73 1877
56 74 737
56 76 21234
56 77 23544
56 79 2402
56 80 11836
56 81 2174
56 82 12880
56 83 4054
56 85 20455
57 58 14836
57 60 15873
57 61 8942
57 62 7451
57 63 28349
57 65 21902
57 66 16162
57 67 24616
57 68 2280
57 69 21675
57 70 2386
57 71 13273
57 72 129
57 73 3855
57 74 10985
57 75 8988
57 76 10451
57 77 10724
57 78 7274
57 79 30207
57 81 28671
57 82 24776
57 83 6716
57 84 14015
57 85 32178
58 59 32105
58 60 11531
58 61 4913
58 62 23448
58 63 721
58 64 7927
58 65 31979
58 67 6680
58 68 27389
58 69 1429
58 70 6511
58 71 25015
58 72 3705
58 73 29867
58 74 5562
58 76 32198
58 77 9402
58 78 13285
58 79 18699
58 80 1703
58 82 31540
58 83 2312
58 84 26191
58 85 10812
59 60 6701
59 61 27156
59 62 20878
59 63 10707
59 64 23246
59 65 2625
59 66 7908
59 67 13558
59 69 29909
59 70 1095
59 71 28556
59 72 15843
59 73 14201
59 74 15526
59 75 7909
59 76 27236
59 78 4616
59 79 17773
59 80 20939
59 81 12615
59 82 14885
59 83 31088
59 84 13877
59 85 23573
60 61 10088
60 62 16893
60 64 30612
60 65 19580
60 67 6551
60 68 24350
60 69 20191
60 70 21514
60 71 1171
60 72 10923
60 73 31208
60 74 25218
60 75 405
60 76 20863
60 77 15951
60 78 16631
60 79 12003
60 80 26317
60 81 10902
60 82 29063
60 84 23772
60 85 11854
61 62 567
61 63 4967
61 64 6511
61 65 7790
61 66 21533
61 67 32335
61 68 3111
61 69 31136
61 70 7050
61 71 12473
61 72 17251
61 73 27878
61 75 27785
61 76 18275
61 77 10915
61 78 19710
61 79 22691
61 80 32367
61 82 28624
61 83 2706
61 85 1902
62 63 16786
62 65 15671
62 66 14145
62 67 26960
62 69 29429
62 70 21613
62 71 8490
62 72 5763
62 73 29135
62 74 30709
62 75 6058
62 76 14958
62 77 28109
62 79 24121
62 81 12590
62 82 3569
62 83 30935
62 84 8064
62 85 29501
63 64 15524
63 65 24772
63 66 11970
63 67 2053
63 68 3552
63 69 24725
63 70 3620
63 71 20141
63 72 24677
63 74 14535
63 75 3495
63 76 1531
63 77 24621
63 78 17025
63 79 28152
63 80 16754
63 81 23645
63 82 19535
63 83 24084
63 84 4191
63 85 16587
64 65 3434
64 66 27367
64 67 4546
64 68 23460
64 70 8852
64 71 25868
64 72 15328
64 73 22609
64 74 22986
64 75 3722
64 76 30741
64 78 3691
64 79 27860
64 81 23480
64 82 7094
64 83 25637
64 84 636
64 85 6745
65 66 11805
65 67 31608
65 68 25933
65 69 28160
65 70 1995
65 71 18495
65 72 16705
65 74 13421
65 75 14569
65 77 9031
65 78 8004
65 79 14259
65 81 9352
65 82 29111
65 83 32122
65 84 26746
65 85 6039
66 67 8476
66 68 10133
66 69 19252
66 70 357
66 71 17552
66 72 6263
66 74 23642
66 75 18744
66 76 14158
66 77 20593
66 78 16691
66 79 23329
66 80 29848
66 81 8591
66 82 25187
66 83 31210
66 85 23532
67 68 23540
67 69 24939
67 70 12195
67 71 23585
67 72 14348
67 73 10878
67 74 22362
67 77 5267
67 78 5333
67 79 20593
67 80 20558
67 81 17600
67 82 5820
67 83 26153
67 85 21870
68 70 3340
68 71 12005
68 73 20738
68 74 29660
68 76 6802
68 77 28263
68 78 12408
68 79 30344
68 81 15652
68 82 707
68 83 4849
68 84 31345
68 85 18223
69 70 110
69 71 25242
69 72 11381
69 74 12029
69 75 31401
69 77 25727
69 79 2541
69 81 16579
69 82 1249
69 83 25960
69 84 2033
69 85 2329
70 71 6356
70 72 31302
70 73 5695
70 74 16336
70 75 4216
70 76 15069
70 77 31725
70 80 14066
70 81 26049
70 82 13836
70 83 9951
70 84 21560
71 72 6266
71 73 1603
71 74 31695
71 75 22273
71 77 13725
71 78 8608
71 79 9384
71 80 19759
71 81 3889
71 82 3556
71 84 12943
71 85 22401
72 73 4768
72 75 29465
72 76 24094
72 77 7362
72 78 1863
72 79 22344
72 80 14566
72 81 27097
72 82 7541
72 84 17364
72 85 11927
73 74 21991
73 75 11201
73 76 27072
73 77 29736
73 79 4078
73 80 16908
73 81 7204
73 83 14514
73 84 8660
73 85 18165
74 75 21610
74 76 19539
74 78 6747
74 79 31312
74 80 31759
74 81 32175
74 82 23505
74 83 19449
74 84 3985
74 85 20291
75 77 32554
75 78 11193
75 79 16490
75 80 16973
75 82 1332
75 83 22028
75 84 4799
75 85 16382
76 77 17376
76 78 29928
76 79 4741
76 80 29874
76 82 24342
76 84 20937
76 85 30628
77 78 6159
77 79 17182
77 80 10997
77 81 15415
77 82 19274
77 83 102
77 84 12985
77 85 1208
78 79 25127
78 80 21173
78 81 6737
78 82 22782
78 83 7396
78 84 30551
78 85 31241
79 80 1400
79 81 18792
79 82 29748
79 83 19427
79 84 25933
80 81 9926
80 82 24929
80 83 25811
80 84 27158
80 85 4078
81 82 18933
81 83 20651
81 84 18855
81 85 5142
82 83 12414
82 85 26339
83 84 25778
83 85 2666
84 85 225
9744120 279677019
69 2038
1 2 9541
1 3 14619
1 5 10998
1 6 12122
1 7 15707
1 8 19999
1 9 21463
1 10 23490
1 11 29937
1 12 4353
1 13 19744
1 14 26375
1 15 5072
1 16 8730
1 17 6152
1 18 9615
1 19 1039
1 20 22462
1 21 31052
1 22 22298
1 24 21988
1 25 14603
1 26 29903
1 27 30899
1 28 9494
1 29 7559
1 30 12854
1 31 30433
1 32 22436
1 33 188
1 34 19776
1 35 21691
1 36 21860
1 37 19238
1 38 10517
1 39 26037
1 40 13409
1 41 13294
1 42 12688
1 43 23307
1 44 21469
1 45 3813
1 46 23413
1 47 16767
1 48 23134
1 49 14152
1 50 27966
1 51 25476
1 52 8875
1 55 20494
1 56 12013
1 57 23580
1 58 20157
1 59 26745
1 60 19673
1 61 30658
1 62 16564
1 63 3066
1 64 12280
1 65 30924
1 66 19032
1 67 11159
1 68 31363
1 69 575
2 3 2396
2 4 16892
2 5 12714
2 7 5697
2 8 5870
2 10 28900
2 11 129
2 12 26361
2 13 16923
2 14 13847
2 15 10427
2 16 7937
2 17 8931
2 18 5621
2 20 29156
2 21 22665
2 22 14341
2 23 27944
2 24 15902
2 25 1998
2 26 14236
2 27 5811
2 28 14987
2 29 11352
2 30 5544
2 31 6369
2 32 29742
2 33 994
2 34 9519
2 35 23301
2 36 32315
2 38 5459
2 39 5718
2 40 28304
2 41 4625
2 42 32252
2 43 31241
2 44 32351
2 46 28700
2 47 28821
2 48 11244
2 49 15666
2 50 17754
2 51 4076
2 52 25297
2 53 4985
2 54 26353
2 55 11867
2 56 31347
2 57 14410
2 59 8040
2 61 16347
2 62 27140
2 63 24558
2 64 17157
2 65 21810
2 66 16829
2 67 17972
2 68 31078
2 69 14298
3 4 32238
3 5 5763
3 6 32692
3 7 31966
3 8 13739
3 9 8562
3 10 9286
3 11 11556
3 12 29670
3 13 24829
3 17 32599
3 18 21889
3 19 18719
3 20 12036
3 21 32455
3 22 12514
3 23 6480
3 24 22498
3 25 18269
3 26 22643
3 28 9436
3 29 9804
3 30 7629
3 32 11544
3 33 378
3 36 15445
3 38 16660
3 39 8081
3 40 21296
3 41 5347
3 42 12059
3 43 22055
3 44 19995
3 45 17949
3 46 29861
3 47 16542
3 48 6561
3 49 7783
3 50 27515
3 52 10337
3 53 16966
3 54 8900
3 55 23300
3 56 15070
3 57 28253
3 59 25461
3 60 2206
3 61 19870
3 62 11211
3 63 451
3 64 26098
3 66 25074
3 67 9461
3 68 24008
3 69 30248
4 5 9573
4 7 23146
4 8 23002
4 10 1762
4 12 11722
4 14 12534
4 15 5472
4 16 28067
4 17 14698
4 18 19165
4 19 22960
4 20 21744
4 21 10282
4 22 5039
4 23 14700
4 25 17499
4 26 21723
4 27 28503
4 28 20123
4 30 7991
4 31 30672
4 32 2922
4 33 20878
4 34 17711
4 35 29610
4 36 5527
4 37 14688
4 38 14100
4 39 11804
4 40 11253
4 41 4631
4 42 22760
4 43 12524
4 44 2833
4 45 27553
4 46 10725
4 47 28670
4 48 16236
4 49 32187
4 50 9681
4 51 25113
4 52 28261
4 53 737
4 54 8929
4 55 789
4 57 4592
4 58 8571
4 59 22514
4 60 13160
4 62 8711
4 63 8515
4 64 28413
4 65 2929
4 66 1370
4 67 1202
5 6 26707
5 7 5497
5 8 21607
5 10 7284
5 11 24916
5 12 6863
5 13 29925
5 14 11271
5 15 31704
5 16 6732
5 17 32711
5 18 27706
5 19 1372
5 20 5592
5 21 14039
5 22 24919
5 23 7590
5 26 9930
5 27 32135
5 28 7997
5 29 1125
5 30 25206
5 32 31326
5 33 9973
5 34 7854
5 35 13665
5 37 66
5 38 29169
5 40 27713
5 41 2668
5 42 6387
5 43 24559
5 44 16100
5 45 13696
5 46 15262
5 47 23716
5 49 7884
5 50 17359
5 53 31647
5 54 24899
5 55 14434
5 57 28423
5 59 30383
5 60 25794
5 61 9502
5 62 27156
5 63 3474
5 65 16713
5 66 14121
5 67 30915
5 68 6800
5 69 12633
6 7 23258
6 9 16219
6 10 25631
6 11 5185
6 12 18080
6 13 7977
6 14 16194
6 15 1025
6 16 23573
6 17 32063
6 18 14021
6 19 11707
6 20 31822
6 21 23803
6 22 5673
6 24 17569
6 25 12038
6 27 29847
6 30 7589
6 31 22217
6 32 32359
6 33 24009
6 34 1828
6 35 27708
6 36 2795
6 37 17735
6 38 23448
6 39 18204
6 40 1557
6 41 10118
6 42 12637
6 43 18003
6 44 6235
6 45 22565
6 46 31521
6 47 22593
6 48 28668
6 49 23464
6 50 28250
6 51 13880
6 52 21450
6 53 10410
6 54 14157
6 55 26573
6 56 13802
6 57 26926
6 58 3364
6 59 9504
6 60 5814
6 61 16956
6 64 12550
6 65 15582
6 66 1229
6 67 11184
6 69 1165
7 8 1392
7 9 5808
7 10 6140
7 11 31090
7 12 7706
7 13 12083
7 14 11768
7 15 15793
7 16 31236
7 17 12816
7 18 26945
7 19 9153
7 20 8069
7 21 21563
7 22 10708
7 23 5930
7 24 22636
7 25 5067
7 26 31872
7 28 2416
7 29 24424
7 30 333
7 31 28416
7 33 15243
7 35 723
7 37 23693
7 38 16728
7 39 2401
7 40 8104
7 41 16927
7 42 10778
7 43 2620
7 45 5302
7 46 22884
7 47 13474
7 48 11283
7 49 15978
7 50 23331
7 52 15904
7 53 9728
7 54 11643
7 55 31446
7 56 15594
7 57 12347
7 58 18676
7 60 10267
7 61 11893
7 62 1488
7 64 691
7 65 12981
7 66 14782
7 67 30635
7 68 32552
7 69 8411
8 9 21678
8 10 4399
8 12 313
8 13 24619
8 14 7270
8 15 22503
8 16 13597
8 17 3308
8 18 24057
8 19 16367
8 21 9768
8 22 10591
8 23 13406
8 24 5244
8 25 2939
8 26 15498
8 27 20710
8 28 32511
8 29 6994
8 30 14075
8 31 6438
8 32 29501
8 33 18399
8 34 23059
8 35 18792
8 36 4268
8 37 17587
8 38 11163
8 39 11896
8 40 5992
8 41 17188
8 42 19845
8 43 22796
8 44 5511
8 45 31713
8 46 32387
8 47 25874
8 48 16050
8 49 9515
8 50 5500
8 51 1357
8 52 17040
8 53 16357
8 54 7745
8 55 20077
8 56 20992
8 57 26112
8 58 21254
8 59 1382
8 60 10987
8 61 11144
8 62 24433
8 64 749
8 65 11844
8 66 17661
8 67 13361
8 68 24269
9 10 30992
9 11 18557
9 12 6649
9 13 28873
9 14 24223
9 15 14186
9 16 16064
9 17 6351
9 18 17463
9 20 29936
9 21 4609
9 22 20492
9 23 16118
9 24 12044
9 26 27647
9 27 1272
9 28 13133
9 29 10598
9 31 19191
9 32 3707
9 33 17116
9 34 3832
9 35 17229
9 36 27228
9 37 23575
9 38 6414
9 39 22138
9 40 10993
9 41 30033
9 42 3172
9 43 31719
9 45 11500
9 46 11067
9 47 13332
9 48 18487
9 49 12483
9 50 14654
9 51 2663
9 52 14406
9 53 28720
9 54 3376
9 55 7695
9 56 26575
9 57 28842
9 58 1307
9 59 2884
9 60 27300
9 62 9773
9 63 9947
9 64 13251
9 65 6391
9 66 17005
9 68 16170
9 69 3727
10 11 17279
10 12 8134
10 13 25588
10 14 21274
10 15 19255
10 16 375
10 18 16472
10 19 29535
10 20 14743
10 21 18215
10 22 11752
10 23 23064
10 24 21334
10 26 17350
10 28 30288
10 29 1302
10 30 9015
10 31 27617
10 32 10711
10 33 2180
10 34 11378
10 35 15967
10 36 15477
10 38 7516
10 39 1038
10 40 7649
10 42 21170
10 43 10310
10 44 27150
10 45 8573
10 46 16624
10 48 24251
10 49 1585
10 52 7556
10 53 32535
10 54 27508
10 56 13431
10 57 30828
10 58 3132
10 59 5739
10 60 10244
10 61 27057
10 62 14925
10 63 18767
10 64 17670
10 65 9342
10 66 23702
10 67 4948
10 68 22430
10 69 4182
11 12 20431
11 13 14821
11 14 25934
11 15 10687
11 16 24695
11 17 21849
11 20 1296
11 21 4734
11 22 8954
11 24 11369
11 25 15437
11 26 28326
11 27 4779
11 29 31127
11 30 16614
11 31 5619
11 32 25560
11 33 14287
11 34 29512
11 35 26137
11 37 25748
11 38 8469
11 39 3811
11 40 31207
11 41 22667
11 42 20303
11 43 8899
11 45 30836
11 47 20719
11 49 13718
11 50 27038
11 53 26870
11 54 24327
11 56 9659
11 57 28311
11 58 19495
11 59 26396
11 60 11761
11 61 14786
11 62 2563
11 63 2304
11 64 32333
11 65 13114
11 66 19994
11 68 3393
11 69 9108
12 13 10945
12 14 28713
12 16 23698
12 17 924
12 18 25486
12 19 12459
12 20 27164
12 21 15804
12 22 19456
12 23 6021
12 24 18211
12 25 21830
12 26 20314
12 28 25190
12 29 2825
12 30 2866
12 31 7303
12 32 25127
12 33 11619
12 34 7079
12 35 24268
12 36 9084
12 37 25172
12 39 24026
12 40 21616
12 41 2852
12 42 21640
12 43 32230
12 44 29637
12 45 23544
12 46 17317
12 47 5541
12 48 1284
12 49 5569
12 51 22916
12 52 21671
12 55 17563
12 56 17913
12 57 23634
12 58 13333
12 59 28112
12 60 12165
12 61 7797
12 63 7989
12 64 29182
12 65 17479
12 66 9201
12 67 30522
12 68 3386
13 14 28644
13 15 26139
13 16 25510
13 17 31958
13 18 10345
13 19 7132
13 20 20223
13 21 9570
13 22 10725
13 24 20625
13 25 25773
13 26 10937
13 27 1199
13 28 28034
13 29 7558
13 31 8258
13 32 15827
13 34 8553
13 35 9710
13 36 23393
13 37 16598
13 38 2025
13 39 5171
13 40 2225
13 41 24424
13 42 5068
13 43 30365
13 44 16865
13 45 15719
13 46 18569
13 47 29441
13 48 1126
13 49 18173
13 51 9804
13 52 4183
13 53 13241
13 54 20937
13 55 28638
13 56 22055
13 57 13312
13 58 14330
13 59 2099
13 60 8856
13 61 22305
13 62 26831
13 64 996
13 65 6398
13 66 45
13 67 1445
13 68 16581
13 69 32052
14 15 30257
14 16 23592
14 17 19849
14 18 10700
14 19 90
14 20 25927
14 22 17226
14 23 28954
14 26 14400
14 28 24566
14 29 23869
14 30 24576
14 31 14358
14 33 29786
14 34 28699
14 36 929
14 37 10227
14 38 13236
14 39 307
14 41 20290
14 42 28680
14 43 9562
14 45 13848
14 46 32371
14 48 13496
14 49 26081
14 50 4540
14 51 20675
14 52 6012
14 53 4398
14 54 25222
14 55 22183
14 56 1095
14 57 22616
14 58 32221
14 59 14420
14 60 32472
14 61 23080
14 62 27664
14 65 27834
14 66 27508
14 67 19017
14 68 17006
14 69 1294
15 17 13377
15 18 32420
15 19 5934
15 20 30179
15 21 25640
15 22 15733
15 23 17091
15 24 11330
15 25 20197
15 26 26986
15 27 31754
15 28 12683
15 30 6971
15 31 23029
15 32 28918
15 33 6346
15 34 11442
15 35 16510
15 36 5532
15 37 31063
15 38 16777
15 39 10084
15 41 24543
15 43 23061
15 44 29294
15 45 13343
15 46 26959
15 47 29231
15 48 24552
15 50 8424
15 51 2825
15 52 26418
15 53 5542
15 54 16022
15 55 11995
15 58 31996
15 60 26122
15 61 6665
15 62 1128
15 64 7119
15 65 13744
15 66 10048
15 67 11050
15 68 11586
15 69 8999
16 18 16366
16 19 17309
16 20 13787
16 21 19802
16 22 11035
16 23 18383
16 24 7118
16 25 7451
16 26 9947
16 27 26788
16 28 11380
16 29 8915
16 30 30795
16 31 29750
16 32 10122
16 33 2078
16 34 24712
16 35 23536
16 36 27054
16 37 20367
16 38 5720
16 39 15469
16 40 12471
16 42 11276
16 43 9162
16 44 28993
16 46 4697
16 47 27634
16 48 12673
16 49 14992
16 51 1331
16 52 31479
16 53 24269
16 54 18827
16 55 24888
16 56 28492
16 57 11983
16 58 15062
16 59 25336
16 60 13086
16 61 28350
16 62 24365
16 64 11552
16 65 857
16 66 30261
16 67 22887
16 68 4771
17 19 7635
17 21 7424
17 22 28783
17 23 712
17 24 20732
17 25 19656
17 26 25410
17 27 27316
17 28 5611
17 29 24027
17 30 8899
17 32 1505
17 33 4344
17 34 3779
17 35 26290
17 36 8041
17 37 29679
17 38 26436
17 39 578
17 40 7838
17 41 28238
17 43 12535
17 44 1776
17 45 5626
17 46 15052
17 47 24037
17 48 4507
17 49 9664
17 50 10344
17 51 22104
17 52 19413
17 53 2205
17 54 22303
17 55 15542
17 56 10811
17 57 8694
17 58 13704
17 60 13022
17 61 15027
17 62 19185
17 63 21232
17 65 6969
17 66 31021
17 67 3128
17 68 4475
17 69 22777
18 21 8694
18 22 18487
18 23 31713
18 24 11550
18 25 2081
18 26 28516
18 27 29710
18 28 23731
18 29 17404
18 30 8349
18 31 13776
18 32 27625
18 33 25011
18 34 4755
18 35 15627
18 36 5563
18 37 21442
18 38 3942
18 39 23782
18 40 13153
18 41 29337
18 44 4253
18 45 2924
18 46 8416
18 47 905
18 49 19037
18 50 7142
18 52 14870
18 53 27132
18 54 18312
18 55 6757
18 56 1367
18 57 28797
18 58 337
18 59 17258
18 60 18485
18 61 21298
18 62 22936
18 63 24053
18 64 27497
18 65 31854
18 66 31046
18 67 21229
18 68 9501
18 69 23027
19 20 29998
19 21 6035
19 22 19687
19 23 4698
19 24 19326
19 25 26692
19 26 19652
19 27 10622
19 31 27374
19 32 3834
19 33 5361
19 34 8466
19 36 5882
19 37 15159
19 39 32425
19 40 28071
19 41 3707
19 43 7233
19 44 3276
19 45 575
19 46 11981
19 47 6775
19 48 15727
19 49 9548
19 50 25927
19 51 31261
19 52 28264
19 53 10593
19 54 3004
19 55 17577
19 57 17656
19 59 22638
19 60 15369
19 61 6410
19 62 15548
19 63 19607
19 64 30454
19 65 17927
19 66 22447
19 67 23733
19 68 28438
19 69 9449
20 21 29370
20 22 9443
20 23 25158
20 24 28288
20 25 21134
20 26 9768
20 27 20486
20 30 6612
20 31 20231
20 32 7970
20 33 12604
20 34 20712
20 35 16353
20 36 8084
20 37 19181
20 38 31726
20 39 23649
20 40 16430
20 41 13229
20 42 5185
20 43 27920
20 44 27085
20 45 16044
20 46 30043
20 48 30532
20 50 23009
20 51 17980
20 52 7943
20 53 2231
20 54 16132
20 55 1394
20 57 28779
20 59 26981
20 61 27362
20 62 17030
20 63 15351
20 64 3330
20 65 16271
20 66 24789
20 67 18951
20 68 17017
20 69 19516
21 24 30567
21 25 12504
21 26 6994
21 28 9452
21 29 9731
21 30 13665
21 31 14295
21 32 15399
21 33 31639
21 34 4872
21 35 18010
21 36 18740
21 37 15047
21 38 4736
21 39 16451
21 41 9092
21 42 6309
21 43 31143
21 44 27302
21 46 23647
21 47 8584
21 48 8849
21 49 1519
21 50 13245
21 51 20071
21 52 2015
21 53 2040
21 54 31016
21 55 25177
21 56 13223
21 57 8266
21 58 29187
21 59 31576
21 60 20306
21 61 13537
21 63 31703
21 64 19590
21 65 23839
21 67 28811
21 68 24520
21 69 28636
22 23 27753
22 24 1387
22 25 13789
22 26 11966
22 27 16504
22 28 25814
22 29 2163
22 30 21299
22 31 13860
22 32 8968
22 33 16915
22 35 8010
22 36 3123
22 37 9508
22 38 24436
22 39 29344
22 41 25537
22 42 6125
22 43 97
22 44 1730
22 45 32764
22 46 28691
22 48 20704
22 49 11157
22 50 8470
22 52 5905
22 53 12613
22 54 19557
22 55 3435
22 56 5812
22 57 20537
22 58 13502
22 59 30967
22 60 13335
22 61 20499
22 62 2525
22 63 11688
22 64 20205
22 65 14958
22 66 29972
22 67 29327
22 69 30515
23 24 26039
23 25 26134
23 26 26379
23 27 27796
23 28 32387
23 29 14553
23 30 839
23 31 5997
23 32 26174
23 33 32583
23 34 6893
23 35 24945
23 36 1618
23 37 23477
23 38 27260
23 39 18794
23 40 13298
23 42 18003
23 43 22254
23 44 20656
23 45 15198
23 46 19918
23 47 30873
23 48 9020
23 49 16080
23 50 24972
23 51 31725
23 52 26582
23 53 2107
23 54 6388
23 56 4103
23 57 5244
23 58 17202
23 59 20417
23 60 29616
23 61 7585
23 62 6793
23 64 9119
23 65 7126
23 66 11564
23 67 5637
23 68 29834
24 25 3802
24 26 25295
24 27 17648
24 28 22353
24 29 8831
24 31 30237
24 33 25067
24 34 14719
24 35 16866
24 36 15442
24 37 21020
24 38 4928
24 39 9762
24 40 11379
24 41 27627
24 42 21399
24 43 21866
24 45 23577
24 46 26691
24 47 15147
24 48 29336
24 49 1563
24 50 9984
24 51 11027
24 52 3898
24 53 28801
24 54 24416
24 55 26431
24 57 21075
24 58 31179
24 59 14473
24 60 24532
24 62 21549
24 63 21024
24 64 21322
24 65 31694
24 66 30225
24 67 20444
24 68 32711
24 69 21841
25 26 7618
25 27 20930
25 28 6412
25 29 14547
25 30 24136
25 31 23103
25 32 14354
25 33 30502
25 34 18368
25 36 1332
25 38 4133
25 39 34
25 40 27361
25 41 14175
25 42 30366
25 43 17478
25 44 24169
25 45 2292
25 46 24814
25 47 22976
25 48 12976
25 49 22717
25 50 19596
25 51 22250
25 52 31021
25 53 31169
25 55 32711
25 56 29161
25 57 107
25 58 23268
25 59 25808
25 60 32096
25 61 19448
25 63 25073
25 64 27229
25 67 11972
25 68 13681
25 69 19545
26 27 24463
26 28 617
26 29 2969
26 30 32408
26 31 10700
26 32 19538
26 33 4492
26 34 2425
26 35 261
26 37 23712
26 38 10705
26 39 20353
26 40 10549
26 42 15108
26 43 26806
26 44 14448
26 45 30920
26 47 13834
26 48 7361
26 49 26029
26 50 16888
26 51 440
26 52 16249
26 53 7881
26 56 1829
26 58 11920
26 60 15491
26 61 28607
26 62 9703
26 64 7611
26 65 22334
26 66 10549
26 67 20440
26 68 11546
26 69 18923
27 29 9408
27 30 25914
27 31 14560
27 32 1013
27 33 7175
27 34 11654
27 35 26507
27 36 11139
27 37 32404
27 38 28379
27 39 30430
27 40 10036
27 41 15201
27 42 845
27 43 32141
27 44 13570
27 45 28498
27 46 7060
27 47 25681
27 48 15992
27 49 12951
27 50 30505
27 51 20029
27 52 647
27 55 909
27 57 13787
27 58 2041
27 60 3512
27 61 7950
27 62 12558
27 65 14330
27 66 10921
27 67 31066
27 68 17147
27 69 21705
28 29 28221
28 30 29086
28 31 16338
28 32 30814
28 33 10336
28 34 25078
28 35 5861
28 36 13281
28 37 12868
28 38 4700
28 39 7825
28 40 14947
28 41 6995
28 42 13990
28 43 25483
28 44 28845
28 45 588
28 46 23575
28 47 17436
28 48 9554
28 50 7099
28 51 28107
28 52 27743
28 53 31155
28 54 10788
28 55 6707
28 56 31049
28 57 5791
28 58 30529
28 59 13793
28 61 8932
28 62 14838
28 63 21068
28 64 9593
28 66 24385
28 67 21816
28 68 4515
28 69 13746
29 30 2032
29 31 6349
29 32 26185
29 33 3690
29 34 24339
29 35 27997
29 36 14603
29 37 23120
29 39 15693
29 40 28407
29 41 6706
29 42 9193
29 43 19116
29 44 11422
29 45 9716
29 46 19109
29 48 22948
29 49 12469
29 50 29297
29 51 24413
29 52 2434
29 53 10719
29 54 20610
29 55 24775
29 56 25760
29 57 5063
29 58 29385
29 59 28497
29 60 2100
29 61 18604
29 62 876
29 63 29994
29 65 19730
29 66 17291
29 67 9043
29 68 24515
29 69 21135
30 31 31804
30 32 19567
30 33 31968
30 34 30925
30 35 672
30 36 30094
30 37 28729
30 38 26212
30 39 5167
30 40 18517
30 41 27353
30 42 8854
30 43 16323
30 44 28377
30 45 162
30 46 23555
30 48 14755
30 49 17498
30 50 23402
30 51 8626
30 52 29767
30 53 7617
30 54 27670
30 55 11388
30 56 26442
30 57 5188
30 59 30352
30 60 1224
30 61 20144
30 62 22642
30 63 8650
30 64 28232
30 65 6380
30 66 3518
30 67 17357
30 68 30492
30 69 25093
31 32 7365
31 33 32117
31 35 21181
31 36 23961
31 37 28211
31 38 7749
31 39 23377
31 40 13456
31 41 30341
31 42 130
31 43 5774
31 44 12161
31 47 20285
31 48 26312
31 49 29269
31 50 31946
31 51 31438
31 52 14233
31 53 31476
31 54 29918
31 55 29378
31 56 16720
31 57 8713
31 58 4801
31 59 13382
31 60 18074
31 61 5544
31 63 26435
31 64 23366
31 66 18698
31 67 2914
31 68 23342
31 69 631
32 33 11409
32 34 4595
32 35 32684
32 36 4801
32 37 2329
32 38 632
32 39 30890
32 40 3529
32 41 26857
32 43 6683
32 44 7155
32 45 8402
32 46 28841
32 48 24438
32 49 2055
32 50 24365
32 51 28321
32 52 10226
32 53 22356
32 54 10180
32 55 14640
32 56 30018
32 57 30363
32 58 4774
32 61 2518
32 62 17401
32 63 8492
32 64 21085
32 65 8500
32 66 4636
32 67 1431
32 68 24514
32 69 10414
33 34 15364
33 35 19461
33 37 31162
33 38 15362
33 39 7420
33 40 888
33 41 2088
33 42 28060
33 43 24257
33 44 10596
33 45 25491
33 46 1788
33 47 9141
33 48 23963
33 49 23150
33 50 23794
33 51 20597
33 53 23962
33 54 10516
33 55 31455
33 57 15735
33 58 29589
33 60 10014
33 61 18912
33 62 17320
33 64 16163
33 65 9563
33 66 32605
33 67 14216
33 68 20987
33 69 20100
34 35 12072
34 37 19407
34 38 4619
34 39 12696
34 40 17672
34 42 18467
34 44 30793
34 45 21147
34 46 25521
34 48 9294
34 49 11642
34 50 32319
34 51 31575
34 52 13894
34 53 30194
34 54 844
34 55 20947
34 56 27588
34 57 556
34 61 9179
34 62 9984
34 63 17025
34 65 25579
34 66 17859
34 67 17948
34 68 27940
